cycle_life,DeltaQ_logVar,DeltaQ_logMin,DeltaQ_logMean,DeltaQ_logSkew,DeltaQ_logKurt,QD_Max-2,QD_2,slope_capacity_fade_2-100,intercept_capacity_fade_2-100,slope_capacity_fade_91-100,intercept_capacity_91-100,init_avg_charge_time,T_integral,min_IR,IR_100-2
1852.0,-5.038748200575599,-2.052227927203811,-2.052227927203811,-0.13255271913168046,-0.06713778536245024,0.00639320000000021,1.0706892,-0.00020680701298702553,1.0911437324098126,3.5323636363668134e-05,1.0724246927272696,13.374893999999992,3097.354686642682,0.016443744,-7.520000000000096e-05
2160.0,-5.1285589622579835,-2.0621957147597842,-2.0621957147597842,-0.46710612098420534,0.014732446423390728,0.009288300000000138,1.0753012,5.5352925170012265e-06,1.0809645798796124,-4.129999999994969e-05,1.084766999999995,13.409150000000002,3070.2960776182554,0.0,-4.199100000000164e-05
2237.0,-4.940383885293918,-1.987750394308996,-1.987750394308996,-0.3602518473953953,0.024002164628147065,0.008131200000000005,1.0799223,1.0295625231905219e-05,1.0848461200828694,-4.419696969691844e-05,1.0893643206060555,13.358242333333328,3084.8366799094283,0.0,-1.3807000000001096e-05
1434.0,-4.366865254127316,-1.7038023578299442,-1.7038023578299442,-0.2840435081878931,0.022955324923914902,0.006530099999999983,1.0797229,1.713634755720153e-05,1.084075015971552,-3.684242424188681e-06,1.0851310951515096,12.025139666666673,2934.4388422665247,0.0,3.858100000000281e-05
1709.0,-4.58738091998032,-1.8403468409469073,-1.8403468409469073,-0.3451781709269746,0.11709749838167417,0.005899899999999958,1.0784167,1.8994317872593046e-05,1.081874821101629,-2.9326666666621775e-05,1.0855383466666624,12.041850666666674,3082.3077337210107,0.0,-5.331399999999875e-05
1074.0,-4.134314564318838,-1.5852896468396325,-1.5852896468396325,-0.6531709058069387,0.0865644706241541,0.005943800000000055,1.0761266,1.1228400742105063e-05,1.0797547949964958,-2.3223030302992037e-05,1.0820849993939354,10.967849666666668,3030.0403471915947,0.015922785,-0.0001118670000000016
636.0,-3.760807323913722,-1.4131049944981329,-1.4131049944981329,-0.3343742135311442,0.06683200815043754,0.006303200000000064,1.0758358,-4.8086468769450315e-06,1.0811570258392085,-6.222545454539095e-05,1.0854849109090843,10.07647899999999,3162.7209343986838,0.0,-0.0003333460000000017
870.0,-3.804743139961195,-1.4188501584057598,-1.4188501584057598,-0.418434971658769,0.0417380606417639,0.004104200000000002,1.0938644,-6.4281880024871016e-06,1.0972542699113585,-4.056606060601778e-05,1.0998406187878742,10.02508166666667,3134.852747741507,0.0,-3.842100000000029e-05
1054.0,-3.9718889906548482,-1.5212239849962674,-1.5212239849962674,-0.2767082416023914,0.05763479896378056,0.005975700000000028,1.0829742,1.8204385899806905e-05,1.086771424803958,-1.3036969696931746e-05,1.0889463206060568,11.207955999999994,3198.618074076636,0.016611163,-3.366599999999817e-05
788.0,-4.09260807224729,-1.6021176276352773,-1.6021176276352773,-0.16749933794727262,0.035694519212754926,0.009460400000000035,1.0537786,2.180940259739026e-05,1.0589716063261185,-1.1643030302995817e-05,1.061117519393936,11.668875999999987,3210.5807647226884,0.0,-0.0003035779999999988
880.0,-4.033429837337919,-1.5470581083689032,-1.5470581083689032,-0.4839002555230546,0.10859325536837466,0.006877699999999987,1.0709661,2.623412492269059e-05,1.0747649768006595,-1.947999999996337e-05,1.078143119999996,10.764334,3241.2399290340486,0.016649306,-6.811500000000054e-05
719.0,-4.020672685043323,-1.5379731522237703,-1.5379731522237703,-0.2591048574661245,0.06376937554017216,0.008215100000000142,1.0611236,2.9049360544206733e-05,1.0661753684708306,-2.4367272727262288e-05,1.0701701345454535,10.797705666666673,3248.2337380315407,0.016542939,-0.0002532960000000001
862.0,-4.077009760828883,-1.5604381827516072,-1.5604381827516072,-0.8555663637170725,0.10621697264208514,0.007425499999999863,1.0811664,2.316027458255406e-05,1.085288382561946,-3.059757575751905e-05,1.089363988484843,10.11310766666668,3176.949540805007,0.0,-1.4819000000002719e-05
857.0,-3.9872983148558157,-1.5199189105049222,-1.5199189105049222,-0.3956389215740222,0.09447850117250227,0.007173799999999897,1.072052,1.7886231292502072e-05,1.0761940385677182,-1.2675757575742378e-05,1.0782664048484834,10.146880666666664,3144.9229569005083,0.016238289,2.2162999999998656e-05
691.0,-3.64823936674689,-1.3638184302866194,-1.3638184302866194,-0.8211107469277544,0.14637268237173529,0.003975300000000015,1.0661705,-0.0002945415905998913,1.1014650039488771,-0.00010586606060599802,1.0749758587878724,9.958173666666676,3119.9813288313558,0.015845969,-0.003994543
788.0,-3.6225915470467243,-1.3524233469242153,-1.3524233469242153,-0.4491969601620091,0.10970163685152721,0.004190699999999881,1.0851147,-1.035584539271294e-05,1.0888966198321999,-3.3252727272704624e-05,1.0903139454545432,9.924738333333329,3238.424480216235,0.016205151,-6.60869999999994e-05
534.0,-3.3300557427238395,-1.2026773006006524,-1.2026773006006524,-0.8265227256739982,0.09472272122327594,0.003094200000000047,1.07263,-0.0001397761818181915,1.0769696711313135,-0.00023311272727269153,1.0845877254545417,9.021115000000016,3150.974053963985,0.0,-0.000580528000000002
559.0,-3.315003629887589,-1.1902855744561867,-1.1902855744561867,-0.7816437957912858,0.07624834919506449,0.0034874000000000294,1.0824388,-8.178444155844896e-05,1.0863975044992786,-0.0001590527272727175,1.0926492854545446,8.964706333333336,3247.5351959430686,0.0,-0.0002038070000000003
1014.0,-4.007616550480592,-1.5256845553202263,-1.5256845553202263,-0.6694149780194908,0.10505491432529886,0.004492999999999858,1.0792934,-6.950910327777184e-06,1.082815554002474,-2.0429696969676248e-05,1.083739446060604,11.447006333333357,3135.002701084514,0.016472535,-9.143999999999125e-06
1017.0,-3.9126527768859862,-1.4896837385333257,-1.4896837385333257,-0.39132478744759946,0.09389990056682906,0.004539499999999919,1.0745355,2.024258503393049e-06,1.0779299496850134,-7.403393939387408e-05,1.0845231212121147,12.147216,3271.1717211084024,0.016390581,-4.86200000000131e-06
854.0,-3.98419664891423,-1.516726722425993,-1.516726722425993,-0.37083422601649146,0.08306942056157915,0.004678599999999866,1.0752345,5.129313543508825e-07,1.0788217283797157,-3.2210303030266324e-05,1.0812880539393903,12.130126666666674,3317.212644003346,0.016397864,-1.1263999999996943e-05
870.0,-3.752894321796792,-1.408121599227185,-1.408121599227185,-0.7274264072343324,0.11082380926599825,0.003894800000000087,1.0876514,-1.5210461348188483e-05,1.091350021407545,-9.83442424241887e-05,1.0986254751515097,10.764819666666668,3249.4251009562895,0.016129743,1.2887999999999095e-05
